Index #,Group,Company Name,Chemistry_Detail,Chemistry,Format,Part #,Cell Status,Cell Shape,Cycle Life,Last Cycle  OF Initial Capacity,vol. Energy Density (Wh/l),grav. Energy Density (Wh/kg),Max Capacity (AH),Open Circuit Voltage (V),Nominal Voltage (V),Cut Off Voltage (V),Standard Discharge Current (A),Max Constant Discharge Current (A),Crate_discharge_cyclelife,Weight (gr),Volume (CC),Fast/Quick Charge Current,Standard Charge Current (A),Crate_charge_cyclelife,t_rest_h,Length (mm),Height (mm),Width (mm),Diameter (mm),Jahr,Datenblatt,Sekundärquelle,ID / Date,Anmerkung,Charging Methode,Crate_CV_cutoff,t_cycle_DOD
ISI-001,ISI-001,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB080085270,Active,PrismaticCase,3000,70,573,249,26,4.2,3.67,2.7,2.6,52,1,387,,26,2.6,1,'Nan',275,7.9,99,'Nan',2020,x,x,KKDS-20200406-BM-CEL-03 ,TUM,CC-CV,'Nan',90
ISI-002,ISI-002,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB98188216P,Active,PrismaticCase,6000,70,338,146,30,4.2,3.7,2.7,6,600,1,780,,90,6,1,'Nan',223,9.4,199,'Nan',2020,x,x,-,,CC-CV,'Nan',90
ISI-010,ISI-010,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120460330,Active,PrismaticCase,6000,80,425,186,150,4.2,3.7,2.7,30,300,1,3020,,150,30,1,'Nan',327,10.5,462,'Nan',2020,x,x,KKDS-20200514-BM-CEL-24 ,SDL_25604,CC-CV,'Nan',90
ISI-011,ISI-011,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB140460330,Active,PrismaticCase,6000,70,437,189,200,4.2,3.7,2.7,40,400,1,3955,,200,40,1,'Nan',327,13.6,462,'Nan',2020,x,x,-,,CC-CV,'Nan',90
ISI-012,ISI-012,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB160460330,Active,PrismaticCase,6000,70,455,198,240,4.2,3.7,2.7,48,480,1,4510,,240,48,1,'Nan',327,15.8,462,'Nan',2020,x,x,KKDS-20200514-BM-CEL-26 ,SDL_21687,CC-CV,'Nan',90
ISI-013,ISI-013,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB100216216H,Active,PrismaticCase,6000,70,370,159,40,4.2,3.7,2.7,8,320,1,940,,120,8,1,'Nan',227,10.3,226,'Nan',2020,x,x,-,TUM,CC-CV,'Nan',90
ISI-014,ISI-014,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216HR2,Active,PrismaticCase,10000,70,348,150,46,4.2,3.7,2.7,9.2,368,1,1145,,138,9.2,1,'Nan',227,12.2,226,'Nan',2020,x,x,KKDS-20200310-BM-CEL-01 ,TUM,CC-CV,'Nan',90
ISI-015,ISI-015,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216G1H,Active,PrismaticCase,6000,70,429,180,57,4.2,3.68,2.7,11.4,456,1,1175,,171,11.4,1,'Nan',227,12.2,226,'Nan',2020,x,x,KKDS-20200916-BM-CEL-31 ,TUM,CC-CV,'Nan',90
ISI-016,ISI-016,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB125255255H,Active,PrismaticCase,6000,70,'Nan',168,75,4.2,3.7,2.7,15,600,1,1665,,225,15,1,'Nan',265,13,268,'Nan',2020,x,x,-,,CC-CV,'Nan',90
ISI-017,ISI-017,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB125255255G1H,Active,PrismaticCase,6000,70,'Nan',181,85,4.2,3.7,2.7,17,680,1,1735,,255,17,1,'Nan',265,12.6,268,'Nan',2020,x,x,-,,CC-CV,'Nan',90
ISI-018,ISI-018,CALB,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,CA40,Active,PrismaticCase,2000,80,'Nan','Nan',40,3.65,3.2,2.5,12,80,0.3,1500,,40,12,0.3,'Nan',116,46,118,'Nan',,x,,-,,CC-CV,'Nan',80
ISI-019,ISI-019,CALB,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,CA60,Active,PrismaticCase,2000,80,'Nan','Nan',60,3.65,3.2,2.5,18,120,0.3,2000,,60,18,0.3,'Nan',115,41,240,'Nan',,x,,-,,CC-CV,'Nan',80
ISI-020,ISI-020,CALB,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,CA100,Active,PrismaticCase,2000,80,'Nan','Nan',100,3.65,3.2,2.5,30,200,0.3,3400,,100,30,0.3,'Nan',142,67,213,'Nan',,x,,-,,CC-CV,'Nan',80
ISI-021,ISI-021,CALB,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,SE180AHA,Active,PrismaticCase,2000,80,'Nan','Nan',180,3.65,3.2,2.5,54,180,1,5600,,180,54,0.3,0.97,180,71,279,'Nan',2016,,,15.08.2016,,CC-CV,'Nan','Nan'
ISI-022,ISI-022,CATL,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LEP71H3L7-01,Active,PrismaticCase,4000,80,'Nan','Nan',302,3.65,3.2,2.5,151,302,0.5,5510,,302,151,0.5,'Nan',207,71,173,'Nan',2018,x,,Document: CTPS-71H3L7-01 ,,CC-CV,'Nan','Nan'
ISI-023,ISI-023,CATL,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LEP54H4K1,Active,PrismaticCase,3500,80,'Nan','Nan',202,3.65,3.2,2.5,101,202,0.5,3840,,202,101,0.5,'Nan',201,57,174,'Nan',,x,,-,,CC-CV,'Nan','Nan'
ISI-024,ISI-024,COSLIGHT,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,FP45173209A,Active,PrismaticCase,3000,80,'Nan','Nan',150,3.65,3.2,2.5,75,450,0.5,3840,,150,75,0.5,'Nan',201,45.5,174,'Nan',,x,,-,,CC-CV,'Nan',100
ISI-025,ISI-025,ECO POWER GROUP,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,EC-AU228-NAH3L4,Active,PrismaticCase,2000,80,'Nan','Nan',228,3.65,3.2,2.5,76,456,1,4200,,228,76,1,'Nan',207,54,174,'Nan',2019,x,,-,,CC-CV,'Nan',80
ISI-026a,ISI-026,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280N-72174,Active,PrismaticCase,1800,80,'Nan','Nan',280,3.65,3.2,2.5,140,280,1,5300,,280,140,1,0.5,205,72,174,'Nan',2019,x,,22.12.2019,@45°C,CC-CV,0.05,100
ISI-026b,ISI-026,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280N-72174,Active,PrismaticCase,3500,80,'Nan','Nan',280,3.65,3.2,2.5,140,280,1,5300,,280,140,1,0.5,205,72,174,'Nan',2019,x,,22.12.2019,@25°C,CC-CV,0.05,100
ISI-027a,ISI-027,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF304-72174,Active,PrismaticCase,3500,80,'Nan','Nan',304,3.65,3.2,2.5,152,304,1,5490,,304,152,1,0.5,209,72,174,'Nan',2020,x,,07.05.2020,@25°C,CC-CV,0.05,100
ISI-027b,ISI-027,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF304-72174,Active,PrismaticCase,1800,80,'Nan','Nan',304,3.65,3.2,2.5,152,304,1,5490,,304,152,1,0.5,209,72,174,'Nan',2020,x,,07.05.2020,@45°C,CC-CV,0.05,100
ISI-028,ISI-028,Jiangsu FREY,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,FREY36130290-100PF,Active,PrismaticCase,2500,80,'Nan','Nan',100,3.65,3.2,2.5,50,200,0.5,3000,,100,50,0.5,0.5,290,36,130,'Nan',,x,,-,,CC-CV,0.05,100
ISI-029,ISI-029,GBS ZhEJIANG Systems,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,GBS-LFP200Ah-B,Active,PrismaticCase,3000,80,'Nan','Nan',200,3.65,3.2,2.5,100,600,0.5,6700,,200,100,0.5,'Nan',290,66,238,'Nan',,x,,(V3.0),,CC-CV,'Nan',80
ISI-03,ISI-03,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB130255255P,Active,PrismaticCase,6000,70,363,154,75,4.2,3.7,2.7,15,600,1,1830,,300,15,1,'Nan',265,13.7,268,'Nan',2020,x,x,-,,CC-CV,'Nan',90
ISI-030,ISI-030,GFB,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,48173125-100Ah,Active,PrismaticCase,3000,80,'Nan','Nan',100,3.65,3.2,2.5,50,100,1,2300,,100,50,1,'Nan',209,72,174,'Nan',2019,x,,25.03.2019,,CC-CV,'Nan','Nan'
ISI-031,ISI-031,JIANGSU HIGEE,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,HJLFP48173170E-152Ah,Active,PrismaticCase,3000,80,'Nan','Nan',152,3.65,3.2,2.5,76,152,0.5,2940,,152,76,0.5,'Nan',170,49,174,'Nan',2018,x,,08.08.2018,,CC-CV,'Nan',80
ISI-032a,ISI-032,JIANGSU HIGEE,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,HJLFP48173170E-120Ah,Active,PrismaticCase,4000,80,'Nan','Nan',120,3.65,3.2,2.5,120,240,1,2860,,120,60,0.5,'Nan',165,48,174,'Nan',2019,x,,06.07.2019,Fresh cell. standard charge/discharge procedure,CC-CV,'Nan',80
ISI-032b,ISI-032,JIANGSU HIGEE,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,HJLFP48173170E-120Ah,Active,PrismaticCase,5000,80,'Nan','Nan',120,3.65,3.2,2.5,120,240,1,2860,,120,60,1,'Nan',165,48,174,'Nan',2019,x,,06.07.2019,Fresh cell. standard charge/discharge procedure at 1C,CC-CV,'Nan',80
ISI-032c,ISI-032,JIANGSU HIGEE,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,HJLFP48173170E-120Ah,Active,PrismaticCase,5500,80,'Nan','Nan',120,3.65,3.2,2.5,120,240,0.5,2860,,120,60,0.5,'Nan',165,48,174,'Nan',2019,x,,06.07.2019,Fresh cell. charge/discharge procedure at 0.5C,CC-CV,'Nan',80
ISI-033a,ISI-033,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280-72174,Active,PrismaticCase,3500,70,'Nan','Nan',280,3.65,3.2,2.5,140,280,1,5220,,280,140,1,0.5,205,72,174,'Nan',2019,x,,30.04.2019,@25°C,CC-CV,0.05,80
ISI-033b,ISI-033,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280-72174,Active,PrismaticCase,1800,70,'Nan','Nan',280,3.65,3.2,2.5,140,280,1,5220,,280,140,1,0.5,205,72,174,'Nan',2019,x,,30.04.2019,@45°C,CC-CV,0.05,80
ISI-034a,ISI-034,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280K-72174,Active,PrismaticCase,6000,70,'Nan','Nan',280,3.65,3.2,2.5,140,280,0.5,5420,,280,140,0.5,0.5,205,72,174,'Nan',2021,x,,23.03.2021,@25°C,CC-CV,0.05,80
ISI-034b,ISI-034,EVE Energy,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LF280K-72174,Active,PrismaticCase,2500,70,'Nan','Nan',280,3.65,3.2,2.5,140,280,0.5,5420,,280,140,0.5,0.5,205,72,174,'Nan',2021,x,,23.03.2021,@45°C,CC-CV,0.05,80
ISI-035,ISI-035,Lishen,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LP44147272-130Ah,Active,PrismaticCase,2000,80,'Nan','Nan',130,3.65,3.2,2.5,39,234,0.333,3425,,117,39,0.333,1,260,44,148,'Nan',2017,x,,17.02.2017,,CC-CV,0.05,80
ISI-036,ISI-036,Lishen,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LP37173207-150Ah,Active,PrismaticCase,3000,80,'Nan','Nan',150,3.65,3.2,2.5,75,150,1,2900,,150,75,1,1,208,37,174,'Nan',2019,x,,19.09.2019,,CC-CV,0.05,80
ISI-037,ISI-037,Lishen,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LP54173210-202Ah,Active,PrismaticCase,3000,80,'Nan','Nan',202,3.65,3.2,2.5,101,202,1,3900,,202,101,1,1,210,54,174,'Nan',2018,x,,23.01.2018,,CC-CV,0.05,80
ISI-038,ISI-038,Lishen,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,LP71173207-272Ah,Active,PrismaticCase,2000,80,'Nan','Nan',272,3.65,3.2,2.5,136,272,1,5302,,272,136,1,1,208,72,174,'Nan',2019,x,,15.06.2019,,CC-CV,0.05,80
ISI-039,ISI-039,CRJ Technology Limited,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,RJ-LFP71173200-271,Active,PrismaticCase,6000,80,'Nan','Nan',271,3.65,3.2,2.5,54.2,542,1,5400,,271,54.2,1,'Nan',200,72,174,'Nan',,x,,-,,CC-CV,'Nan',100
ISI-04,ISI-04,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216,Active,PrismaticCase,6000,70,418,182,53,4.2,3.7,2.7,10.6,265,1,1095,,106,10.6,1,'Nan',227,12,226,'Nan',2020,x,x,KKDS-20200514-BM-CEL-19 ,,CC-CV,'Nan',90
ISI-040,ISI-040,Sinopoly,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,Sinopoly 100 Ah,Active,PrismaticCase,2000,80,'Nan','Nan',100,3.65,3.2,2.5,33,300,'Nan',3150,,200,33,'Nan','Nan',221,61,142,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-041,ISI-041,Sinopoly,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,Sinopoly 400 Ah,Active,PrismaticCase,1500,80,'Nan','Nan',400,3.65,3.2,2.5,132,400,'Nan',12800,,400,132,'Nan','Nan',450,71,285,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-042,ISI-042,A123,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,39AH,Active,PrismaticCase,'Nan','Nan','Nan','Nan',39,4.2,3.65,2.7,19.5,117,'Nan',820,,78,19.5,'Nan','Nan',268,7,228,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-043,ISI-043,A123,Lithium Iron Phosphate,LithiumIronPhosphate,PouchCase,50AH,Active,PrismaticCase,2000,80,'Nan','Nan',50,3.65,3.3,2.5,25,50,'Nan',1167,,50,25,'Nan','Nan',268,10.8,228,'Nan',,,x,2021,,CC-CV,'Nan','Nan'
ISI-044,ISI-044,A123,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,26AH,Active,PrismaticCase,'Nan','Nan',355,180,26,4.2,3.65,2.7,5.2,26,'Nan',550,,26,5.2,'Nan','Nan',227,7.5,161,'Nan',2016,,x,2016,,CC-CV,'Nan','Nan'
ISI-045,ISI-045,A123,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,32AH,Active,PrismaticCase,2500,80,'Nan','Nan',32,4.2,3.65,2.7,32,192,'Nan',561,,64,32,'Nan','Nan',227,7.5,161,'Nan',,,x,2018,,CC-CV,'Nan','Nan'
ISI-046,ISI-046,A123,Lithium Iron Phosphate,LithiumIronPhosphate,PouchCase,AMP20M1HD-A,Active,PrismaticCase,3000,90,247,131,19.6,3.65,3.3,2.5,3.92,360,2,496,,300,3.92,1,'Nan',227,7.5,161,'Nan',,,x,MD100105-02. 2011,@23°C,CC-CV,'Nan',100
ISI-047,ISI-047,AutoEnergy,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,50Ah 55380,Active,CylindricalCase,'Nan','Nan','Nan','Nan',50,3.65,3.2,2.5,10,,'Nan',1550,,,10,'Nan','Nan','Nan',380,,55,,,x,2021,,CC-CV,0.05,'Nan'
ISI-048,ISI-048,BAK,Nickel rich,LithiumNickelManganeseCobaltOxide,CylindricalCase,N21700CB-48,Active,CylindricalCase,1000,80,'Nan','Nan',4.8,4.2,3.6,2.5,0.96,14.4,1,70,,4.8,0.96,0.5,'Nan','Nan',70,,21,,,x,P/PR03/PB-D-N21700CB-48-LS ,,CC-CV,'Nan','Nan'
ISI-049,ISI-049,BAK,Nickel rich,LithiumNickelManganeseCobaltOxide,CylindricalCase,26650HC2,Active,CylindricalCase,1000,80,'Nan','Nan',5,4.2,3.6,2.5,2.5,10,'Nan',95,,5,2.5,'Nan','Nan','Nan',65,,26,,,x,2021,,CC-CV,'Nan','Nan'
ISI-05,ISI-05,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216,Active,PrismaticCase,4000,80,319,169,53,4.2,3.7,2.7,10.6,265,1,1160,,106,10.6,1,'Nan',227,12,226,'Nan',2016,x,x,-,,CC-CV,'Nan',80
ISI-050,ISI-050,CATL,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,100Ah CATL LiFePO4,Active,PrismaticCase,'Nan','Nan','Nan','Nan',100,3.65,3.2,2.5,50,100,'Nan',2270,,100,50,'Nan','Nan',200,33,172,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-051,ISI-051,CATL,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,120Ah CATL LiFePO4,Active,PrismaticCase,'Nan','Nan','Nan','Nan',120,3.65,3.2,2.5,24,240,'Nan',2840,,120,60,'Nan','Nan',174,48,172,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-052,ISI-052,CATL,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,280Ah CATL LiFePO4,Active,PrismaticCase,12000,80,'Nan','Nan',280,3.65,3.2,2.5,56,560,'Nan',5340,,280,140,'Nan','Nan',208,72,174,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-053,ISI-053,CATL,Nickel rich,LithiumNickelManganeseCobaltOxide,PrismaticCase,50Ah CATL 811,Active,PrismaticCase,3000,80,'Nan','Nan',50,4.2,3.65,3,10,100,'Nan',850,,50,25,'Nan','Nan',148,27,98,'Nan',,,x,-,,CC-CV,'Nan','Nan'
ISI-054,ISI-054,ENERDEL,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,CE175-360 Moxie+,Active,PrismaticCase,4000,70,'Nan','Nan',17.5,4.1,3.6,2.5,3.5,17.5,0.5,430,,17.5,3.5,0.5,'Nan',253,5.8,172,'Nan',2017,x,,File No.: 07-10004-04,@30°C,CC-CV,'Nan',100
ISI-055,ISI-055,ENERDEL,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,CE250-370 Moxie+,Active,PrismaticCase,3000,80,'Nan','Nan',17.5,4.2,3.7,2.7,3.5,52.5,2,850,,35,3.5,2,'Nan',253,5.7,172,'Nan',2018,x,,File No.: 07-20001-00,,CC-CV,'Nan',90
ISI-056,ISI-056,ENERDEL,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,CP160-365 Moxie+,Active,PrismaticCase,4000,70,'Nan','Nan',16,4.1,3.65,2.5,8,16,0.5,430,,16,8,0.5,'Nan',253,5.9,172,'Nan',2017,x,,File No.: 07-10005-05,,CC-CV,'Nan',100
ISI-057,ISI-057,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 58253172EG1_17Ah,Active,PrismaticCase,4000,80,'Nan','Nan',17.5,4.1,3.65,2.5,5.833,52.5,1,430,,35,5.833,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-058,ISI-058,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 58253172P3_23Ah,Active,PrismaticCase,2500,80,'Nan','Nan',23,4.2,3.7,2.7,11.5,115,1,470,,69,11.5,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',100
ISI-059,ISI-059,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 58253172V2_22Ah,Active,PrismaticCase,4000,80,'Nan','Nan',22,4.2,3.75,2.7,11,110,1,480,,66,11,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-06,ISI-06,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216G1,Active,PrismaticCase,6000,70,463,195,60,4.2,3.68,2.7,12,180,1,1140,,120,12,1,'Nan',227,12,226,'Nan',2020,x,x,KKDS-20200429-BM-CEL-09 ,TUM,CC-CV,'Nan',90
ISI-060,ISI-060,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 58253172V3_25Ah,Active,PrismaticCase,4000,80,'Nan','Nan',25,4.2,3.7,2.7,8.3,75,1,480,,50,8.3,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-061,ISI-061,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,58253172V4_30Ah,Active,PrismaticCase,4000,80,440,214,25,4.2,3.7,2.7,10,60,1,520,,30,10,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-062,ISI-062,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 59235172PG1,Active,PrismaticCase,4000,90,'Nan','Nan',16,4.1,3.65,2.5,5.333,80,1,430,,80,5.333,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-063,ISI-063,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 70115145_12 Ah,Active,PrismaticCase,4000,90,'Nan','Nan',12,4.1,3.65,2.5,6,24,1,240,,12,6,1,'Nan',253,5.8,172,'Nan',,(x),,-,,CC-CV,'Nan',80
ISI-064,ISI-064,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB 90190260V2_40Ah,Active,PrismaticCase,2000,80,'Nan','Nan',40,4.2,3.7,3,20,160,1,990,,40,20,1,'Nan',260,9,190,'Nan',,(x),,-,,CC-CV,0.05,'Nan'
ISI-065,ISI-065,ENERTECH,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,SPB704684,Active,PrismaticCase,'Nan','Nan',451,204,3.3,4.2,3.7,3,1.65,6.6,1,60,,3.3,1.65,1,'Nan',84,7,46,'Nan',2012,(x),,18.07.2012,,CC-CV,'Nan','Nan'
ISI-066,ISI-066,GeneralElectronics,,,PouchCase,GEB 126090,Active,PrismaticCase,300,80,'Nan','Nan',8.8,4.2,3.7,2.75,1.76,8.8,0.2,155,,8.8,1.76,0.2,1,90,12,60,'Nan',,x,,-,,CC-CV,'Nan','Nan'
ISI-067,ISI-067,GeneralElectronics,,,PouchCase,GEB 855085,Active,PrismaticCase,500,80,'Nan','Nan',4.1,4.2,3.7,2.75,0.82,4.1,0.2,70,,4.1,0.82,0.2,1,85,8.5,50,'Nan',,x,,-,,CC-CV,0.02,'Nan'
ISI-068,ISI-068,GeneralElectronics,,,PouchCase,GEB 9059156,Active,PrismaticCase,500,80,'Nan','Nan',10,4.2,3.7,2.75,2,10,0.2,200,,10,2,0.2,1,156,9,60,'Nan',,x,,-,,CC-CV,0.05,'Nan'
ISI-069,ISI-069,GeneralElectronics,,,CylindricalCase,GEB 21700,Active,CylindricalCase,1000,80,'Nan','Nan',4,4.2,3.7,2.75,0.8,12,0.2,69,,2,0.8,0.2,0.5,'Nan',70.5,,21.8,2018,x,,04.07.2018,,CC-CV,0.02,'Nan'
ISI-07,ISI-07,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216G2,Active,PrismaticCase,3000,70,525,225,70,4.2,3.67,2.7,14,140,1,1150,,70,14,1,'Nan',227,12.3,226,'Nan',2020,x,x,KKDS-20200514-BM-CEL-21 ,,CC-CV,'Nan',90
ISI-070,ISI-070,GeneralElectronics,,,CylindricalCase,GEB 26650,Active,CylindricalCase,1000,80,'Nan','Nan',5,4.2,3.7,2.75,1,5,0.2,80,,2.5,1,0.2,0.5,'Nan',65,,26,2018,x,,30.07.2018,Cycle life > 600,CC-CV,0.01,'Nan'
ISI-071,ISI-071,GeneralElectronics,,,CylindricalCase,GEB 32650,Active,CylindricalCase,1000,80,'Nan','Nan',6,4.2,3.7,2.75,3,6,0.2,140,,3,1.2,0.2,0.5,'Nan',65,,32,2018,x,,06.03.2019,Cycle life > 600,CC-CV,0.01,'Nan'
ISI-072,ISI-072,Great Power,,,CylindricalCase,GP 21700,Active,CylindricalCase,1000,80,'Nan','Nan',4.7,4.2,3.7,2.75,0.94,7.05,0.2,140,,2.4,0.96,0.2,'Nan','Nan',70.5,,21.8,2018,x,,27.03.2018,Cycle life >> 500,CC-CV,'Nan','Nan'
ISI-073,ISI-073,Hitachi,,,PouchCase,L0578G1A1,Active,PrismaticCase,1000,80,'Nan','Nan',5,4.2,3.7,2.75,1,15,2,137,,7.5,1,2,'Nan',161,6.5,78,'Nan',,,x,02.2013,,CC-CV,0.1,'Nan'
ISI-074,ISI-074,Hitachi,,,PouchCase,L13A0N2C1,Active,PrismaticCase,1000,80,'Nan','Nan',13,4.2,3.7,2.75,2.6,39,2,270,,13,2.6,2,'Nan',222,6.7,100,'Nan',,,x,02.2013,,CC-CV,0.1,'Nan'
ISI-075,ISI-075,Hitachi,,,PouchCase,L15A0N2C1,Active,PrismaticCase,1000,80,'Nan','Nan',15,4.2,3.7,2.75,3,45,2,307,,15,3,2,'Nan',222,7.5,100,'Nan',,,x,02.2013,,CC-CV,0.1,'Nan'
ISI-076,ISI-076,KeepPower,,,CylindricalCase,KP 21700,Active,CylindricalCase,500,80,'Nan','Nan',4,4.2,3.7,2.75,0.8,4,0.2,69,,2,0.96,0.2,'Nan','Nan',70.5,,21.8,,,x,-,,CC-CV,'Nan','Nan'
ISI-077a,ISI-077,LECLANCHÉ,Lithium Titanate,LithiumTitanate,PouchCase,LT 34 Ah (936901),Active,PrismaticCase,20000,80,'Nan','Nan',34,2.8,2.2,1.5,34,204,4,1080,475,204,34,4,'Nan',286,12,178.5,'Nan',,x,,LT34 EN D20212_1,@80 DoD,CC-CV,'Nan',80
ISI-077b,ISI-077,LECLANCHÉ,Lithium Titanate,LithiumTitanate,PouchCase,LT 34 Ah (936901),Active,PrismaticCase,15000,80,'Nan','Nan',34,2.8,2.2,1.5,34,204,4,1080,475,204,34,4,'Nan',286,12,178.5,'Nan',,x,,LT34 EN D20212_1,@100 DoD,CC-CV,'Nan',100
ISI-078a,ISI-078,LECLANCHÉ,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,GL60 (936A04),Active,PrismaticCase,8000,80,'Nan','Nan',60,4.2,3.7,3,12,180,1,1120,475,60,12,1,'Nan',286,12,178.5,'Nan',,x,,GL60 EN D201910_2,@100 DoD,CC-CV,'Nan',100
ISI-078b,ISI-078,LECLANCHÉ,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,GL60 (936A04),Active,PrismaticCase,4500,80,'Nan','Nan',60,4.2,3.7,3,12,180,1,1120,475,60,12,1,'Nan',286,12,178.5,'Nan',,x,,GL60 EN D201910_2,@80 DoD,CC-CV,'Nan',80
